# ALPHA = 0.05
# NUMBER_OF_TESTS = 4

# _SET1_  VARIABLE = Postnatal_Negative (set)
# _SET1_  NGENES = 536
# _SET1_  P-VALUE = 1.8422e-05
_SET1_   GENE        CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   56950         1  214419565  214520477    160      15  31806       2.1162    0.0070438    4.4409e-16       2.1162
_SET1_   4139          1  220666568  220847799     65      11  31516       2.3325    0.0043836    4.4409e-16       2.3325
_SET1_   55061         1  223384161  223572564    404      21  31786       1.5884      0.02038    2.2204e-16       1.5884
_SET1_   80003         1  233109855  233466459    679      46  31626      -1.9568      0.91787    2.2204e-16      -1.9568
_SET1_   6000          1  240928817  241555505   1090      97  31670      0.83179     0.062266    2.2204e-16      0.83179
_SET1_   10472         1  244177241  244230778     67      10  31176     0.065301      0.37595    2.6368e-16     0.065301
_SET1_   23040         2    1782885    2370147    892      62  31384      0.38231      0.15471    2.7756e-16      0.38231
_SET1_   7260          2    3182741    3416653    461      21  31672      0.64088       0.1319    2.2204e-16      0.64088
_SET1_   3754          2   11017063   11064351    126      14  31840     -0.40069      0.52985    2.7756e-16     -0.40069
_SET1_   81553         2   16720727   16882134    233      35  31455     -0.89862      0.72253    2.2204e-16     -0.89862
_SET1_   3797          2   26139455   26240443     22       4  31696    -0.056388      0.39785    2.7062e-16    -0.056388
_SET1_   285126        2   27463289   27515214     42       2  31150     -0.65055       0.6682    2.2204e-16     -0.65055
_SET1_   7781          2   27467440   27536093     52       2  31273     -0.75351       0.7014    2.2204e-16     -0.75351
_SET1_   57159         2   27470297   27540307     51       2  31262     -0.76122      0.70439    2.2204e-16     -0.76122
_SET1_   79623         2   31123331   31396592    560      46  31739       0.1621      0.25588    2.7756e-16       0.1621
_SET1_   5581          2   45843454   46425129   1186     138  31460        1.677    0.0074315    2.2204e-16        1.677
_SET1_   9378          2   50135643   51294674   2481     102  31610      0.83809     0.043152    2.2204e-16      0.83809
_SET1_   114800        2   56376258   56623309    270      37  31573     -0.18001      0.43922    2.7756e-16     -0.18001
_SET1_   53335         2   60668302   60815633     88      16  32655       2.3312    0.0029693    4.4409e-16       2.3312
_SET1_   119           2   70878334   71030375    297      17  31785     -0.25015      0.44378    2.7756e-16     -0.25015
_SET1_   2016          2   73109604   73172020      6       1  30771       1.8902     0.017986    2.2204e-16       1.8902
_SET1_   347730        2   80505481   80566718     85      16  31492     -0.21857       0.4728    2.7756e-16     -0.21857
_SET1_   30818         2   95928072   96061825    108       9  31189       1.7634     0.022373    2.2204e-16       1.7634
_SET1_   90342         2   97273574   97380624     63      15  31539      0.03019      0.37415    2.7062e-16      0.03019
_SET1_   3631          2   99026321   99217496    254      11  21543      0.68337      0.30539    2.2204e-16      0.68337
_SET1_   84620         2  107408056  107538563    160      10  31755      -1.4438      0.86986    2.2204e-16      -1.4438
_SET1_   3760          2  155520093  155724864    342      33  31653       1.1106     0.067045    2.2204e-16       1.1106
_SET1_   90134         2  163217917  163730257    865      44  31549       1.7889    0.0069007    2.2204e-16       1.7889
_SET1_   6323          2  166835670  167040642    413      26  31717     -0.45169      0.50319    2.7756e-16     -0.45169
_SET1_   10651         2  177099123  177212753    125      15  31683      0.35821      0.24901    2.7756e-16      0.35821
_SET1_   114880        2  179024208  179274160    463      31  31823      0.75032      0.10877    2.2204e-16      0.75032
_SET1_   151126        2  180296709  180761232    744      60  30718      -1.5874      0.86827    2.2204e-16      -1.5874
_SET1_   10477         2  181810112  181938154    315       9  31838      -1.1849       0.7777    2.2204e-16      -1.1849
_SET1_   285175        2  210601717  210874024    126       7  31525       1.1571     0.074215    2.2204e-16       1.1571
_SET1_   92691         2  216911589  216977506     78      10  31597     -0.33083      0.51489    2.7756e-16     -0.33083
_SET1_   57574         2  217112585  217271750    310      25  31702      -1.0008      0.73123    2.2204e-16      -1.0008
_SET1_   8941          2  219789350  219836877     41       5  31844      0.16456      0.31324    2.7756e-16      0.16456
_SET1_   10290         2  220264552  220368354     83      13  31785    -0.087074      0.40814    2.6368e-16    -0.087074
_SET1_   6508          2  220457292  220516702      4       1  31406      0.39876      0.24157    2.7756e-16      0.39876
_SET1_   57624         2  226229426  226528734    308      20  31662       2.1176    0.0062568    4.4409e-16       2.1176
_SET1_   80309         2  228834670  229081836    503      19  37940     0.040922     0.091004    2.7062e-16     0.040922
_SET1_   151176        2  239025579  239087516    161      28  31604       1.5195     0.034362    2.2204e-16       1.5195
_SET1_   2917          3    6867802    7793218   1912     141  30740      0.65876     0.070606    2.2204e-16      0.65876
_SET1_   9901          3    9012275    9326369    643      85  31622     -0.68013      0.59432    2.2204e-16     -0.68013
_SET1_   151835        3    9710510    9781592     41      10  31613      0.34042      0.25827    2.7756e-16      0.34042
_SET1_   285368        3    9977226   10029078     96       4  31767      -1.3004      0.84105    2.2204e-16      -1.3004
_SET1_   491           3   10355707   10768131    957     102  31486       0.4661      0.14346    2.7756e-16       0.4661
_SET1_   23066         3   12803171   12886313    219      21  31258      -1.3878      0.86215    2.2204e-16      -1.3878
_SET1_   9922          3   12928542   13149652    277      31  31454      0.51144      0.19959    2.2204e-16      0.51144
_SET1_   6304          3   18379133   18515265    129      23  31651      0.25584      0.28672    2.7756e-16      0.25584
_SET1_   114884        3   31692317   32058342    807      74  31095       2.4717     0.001401    4.4409e-16       2.4717
_SET1_   1951          3   48663896   48735348     64       4  30798     0.058076      0.40075    2.7062e-16     0.058076
_SET1_   84276         3   49449766   49501777     36       2  29991      -1.8311      0.95941    2.2204e-16      -1.8311
_SET1_   63891         3   49691950   49768962     60       6  31139      0.70509      0.17198    2.2204e-16      0.70509
_SET1_   9254          3   50390230   50575892    246      20  33483       3.7927   6.4325e-06    4.4409e-16       3.7927
_SET1_   1795          3   50677672   51431629    700      10  32248       1.3052     0.022972    2.2204e-16       1.3052
_SET1_   2912          3   51706081   51762629     17       2  32496       1.7909     0.014924    2.2204e-16       1.7909
_SET1_   25864         3   51972700   52025216     37       5  31081       1.9978     0.012635    2.2204e-16       1.9978
_SET1_   776           3   53494076   53857179    628      60  31866       1.3828     0.028057    2.2204e-16       1.3828
_SET1_   8618          3   62374021   62896064    957      73  31588      0.36847      0.14773    2.7756e-16      0.36847
_SET1_   29114         3  111682586  111742735    145      20  31655     -0.74744      0.66933    2.2204e-16     -0.74744
_SET1_   2596          3  115307151  115450334    222      43  31626      -1.3461      0.85182    2.2204e-16      -1.3461
_SET1_   2932          3  119530800  119848264    240      15  31456     -0.41363      0.53364    2.7756e-16     -0.41363
_SET1_   9515          3  120592050  121153608    705      15  31751      -1.6201      0.83496    2.2204e-16      -1.6201
_SET1_   8997          3  123778558  124450036   1475      74  31975     -0.76277      0.40563    2.2204e-16     -0.76277
_SET1_   5361          3  126672437  126766235    118       9  31842      0.41402      0.22927    2.7756e-16      0.41402
_SET1_   131034        3  131242413  131794152   1774      70  31762       1.8933    0.0020057    2.2204e-16       1.8933
_SET1_   401097        3  159908423  159956000     47       4  31808      -1.6903       0.9165    2.2204e-16      -1.6903
_SET1_   165679        3  161052580  161125662    157      13  31758      0.91941      0.10535    2.2204e-16      0.91941
_SET1_   5274          3  167418432  167553357    178      18  31740      0.74798      0.13787    2.2204e-16      0.74798
_SET1_   90113         3  183913317  183970117     38       5  30852      0.34417       0.2935    2.7756e-16      0.34417
_SET1_   94032         3  183967003  184014251     44       5  31844     -0.12458      0.42908    2.6368e-16     -0.12458
_SET1_   131408        3  184018717  184074063     38       8  31771       1.5038      0.03443    2.2204e-16       1.5038
_SET1_   2119          3  185754106  185861901     85      14  31061      0.20507      0.32721    2.7756e-16      0.20507
_SET1_   2257          3  191847033  192480388    862      76  31335     -0.68704      0.54371    2.2204e-16     -0.68704
_SET1_   4241          3  196718611  196791687     98      18  31753       1.6636     0.023687    2.2204e-16       1.6636
_SET1_   10815         4     768745     854945    277      25  31654     -0.69982      0.63031    2.2204e-16     -0.69982
_SET1_   389197        4    5889318    6027175    342      30  31669     -0.22635      0.43066    2.7756e-16     -0.22635
_SET1_   5522          4    6312305    6600327    468      62  31770      -1.3772      0.83436    2.2204e-16      -1.3772
_SET1_   84448         4    7957037    8195559    446      74  31539       0.8908      0.10902    2.2204e-16       0.8908
_SET1_   9079          4   16493164   16935424    708      81  31432       0.8503     0.092878    2.2204e-16       0.8503
_SET1_   84708         4   54316437   54553653    524      36  31378      0.49109      0.17256    2.7756e-16      0.49109
_SET1_   1040          4   85469057   85582493    128      10  31724     0.064882      0.35438    2.6368e-16     0.064882
_SET1_   5602          4   86923452   87409283    215      23  31476     -0.83502      0.69768    2.2204e-16     -0.83502
_SET1_   401145        4   91013684   92533370   2917     113  30759     -0.59492      0.42549    2.2204e-16     -0.59492
_SET1_   132332        4  122670085  122721516     78       6  31607      -0.5844      0.62253    2.2204e-16      -0.5844
_SET1_   55294         4  153232410  153491393    129       8  31631       1.0491     0.088463    2.2204e-16       1.0491
_SET1_   2743          4  157962277  158103251    272      14  31654      -1.5856        0.887    2.2204e-16      -1.5856
_SET1_   134111        5    6402460    6506834    180      19  31836      0.25554      0.27396    2.7756e-16      0.25554
_SET1_   6715          5    6598500    6679675    210      14  31602      0.24708      0.28139    2.7756e-16      0.24708
_SET1_   10409         5   17181932   17286954    226      37  31685      0.32635      0.25731    2.7756e-16      0.32635
_SET1_   348980        5   45245052   45731220    415      17  31061       3.6167   3.1385e-05    4.4409e-16       3.6167
_SET1_   115827        5   57842950   58165221    730      48  31716     -0.22201      0.35427    2.7756e-16     -0.22201
_SET1_   5295          5   67476584   67607649    121      17  31542     -0.38721      0.53934    2.7756e-16     -0.38721
_SET1_   9315          5  111055000  111347628    521      26  30815      -1.5081      0.86375    2.2204e-16      -1.5081
_SET1_   11127         5  132018323  132108265    114       5  31576      0.36288      0.25952    2.7756e-16      0.36288
_SET1_   91368         5  133727756  133782598     44       6  31704       2.0963    0.0081863    4.4409e-16       2.0963
_SET1_   8382          5  137440861  137510132     43       3  31268      0.21467      0.33125    2.7756e-16      0.21467
_SET1_   51308         5  137739690  137792658     80       7  36428       1.6699    0.0053797    2.2204e-16       1.6699
_SET1_   56135         5  140271302  140401929    169       9  34932        1.713    0.0076876    2.2204e-16        1.713
_SET1_   285613        5  140981517  141030918     44       8  29633       3.2768   0.00037489    4.4409e-16       3.2768
_SET1_   5097          5  141222655  141293361     24       7  31410       1.8079     0.017761    2.2204e-16       1.8079
_SET1_   5521          5  145959067  146496083    774      47  32329       1.2312     0.027002    2.2204e-16       1.2312
_SET1_   6534          5  149534520  149600635     90      17  31425       2.1145    0.0085775    4.4409e-16       2.1145
_SET1_   206358        5  150781553  150881940    214      13  31654       1.9579     0.010904    2.2204e-16       1.9579
_SET1_   26999         5  156658091  156832606    272       9  31414     -0.42986      0.53582    2.7756e-16     -0.42986
_SET1_   2554          5  161239197  161336965    211      17  31599       1.4857     0.034527    2.2204e-16       1.4857
_SET1_   51617         5  173437607  173546182     55       8  30942     -0.80721      0.72136    2.2204e-16     -0.80721
_SET1_   5601          5  179650594  179754071    336      29  31695       1.0724     0.070474    2.2204e-16       1.0724
_SET1_   221692        6   12681888   13300476   1012      63  31334       0.5716      0.10026    2.2204e-16       0.5716
_SET1_   23408         6   13539506   13625390     53       9  31735      0.47988      0.21422    2.7756e-16      0.47988
_SET1_   10486         6   17358447   17568023    347      24  31689      0.47434      0.18728    2.7756e-16      0.47434
_SET1_   140767        6   24091414   24157757     97      18  31579      -0.8739       0.7197    2.2204e-16      -0.8739
_SET1_   2822          6   24416060   24530433    278      13  30962      -0.3933       0.5363    2.7756e-16      -0.3933
_SET1_   2914          6   33979623   34158399    438      35  31716       2.9725   0.00031655    4.4409e-16       2.9725
_SET1_   10817         6   41727914   41782643     77      10  31770      0.82916      0.12794    2.2204e-16      0.82916
_SET1_   5528          6   42917218   42990083    164      13  31570        1.061     0.083526    2.2204e-16        1.061
_SET1_   116138        6   42946841   42999036     78       7  31605       1.3027     0.054987    2.2204e-16       1.3027
_SET1_   84630         6   43176222   43265997     96       9  31904       2.6462    0.0015224    4.4409e-16       2.6462
_SET1_   65989         6   43408090   43458786     46       8  31655     -0.49406       0.5738    2.7756e-16     -0.49406
_SET1_   221424        6   43464703   43513081     40       3  31576      0.13568      0.34748    2.7756e-16      0.13568
_SET1_   441151        6   44203480   44257182     80       8  31787     -0.75726      0.67611    2.2204e-16     -0.75726
_SET1_   59084         6   46116922   46173737     57      10  31768      0.82796      0.12715    2.2204e-16      0.82796
_SET1_   442213        6   47835157   48071425    361      18  31636     -0.36183      0.47598    2.7756e-16     -0.36183
_SET1_   202559        6   62379865   63031100   1046      24  30694    -0.025995      0.24031    2.7062e-16    -0.025995
_SET1_   56479         6   73296571   73918574    793      79  31812      0.28156      0.19464    2.7756e-16      0.28156
_SET1_   1303          6   75784042   75950623    260      20  31724       0.1252      0.30783    2.7756e-16       0.1252
_SET1_   6785          6   80614529   80692315    154       7  31423   0.00065085      0.38673    2.6942e-16   0.00065085
_SET1_   9892          6   84252604   84454127    243      23  35555       2.1444    0.0014751    4.4409e-16       2.1444
_SET1_   206412        6   88019571   88085381    136       7  31731     -0.37618      0.53049    2.7756e-16     -0.37618
_SET1_   84553         6   99710793   99832594    224      20  31518      0.25583      0.27951    2.7756e-16      0.25583
_SET1_   55084         6  107776317  107992513    416      45  31621       1.5141      0.02734    2.2204e-16       1.5141
_SET1_   3097          6  143062604  143302495    400      35  31162      -1.5091      0.87445    2.2204e-16      -1.5091
_SET1_   81706         6  150429188  150581528    300      33  31417      -0.4759      0.55422    2.7756e-16      -0.4759
_SET1_   4142          6  160285218  160339339     63       5  31375    -0.055516      0.42196    2.7062e-16    -0.055516
_SET1_   84262         7    1596968    1644668     57       7  31325      -1.0197      0.77777    2.2204e-16      -1.0197
_SET1_   26031         7   24826159   25054818    431      54  31653       1.5134      0.02809    2.2204e-16       1.5134
_SET1_   63974         7   31367075   31415538     45       9  29150       0.4321      0.31756    2.7756e-16       0.4321
_SET1_   23072         7   43117198   43613213    826      84  31416     -0.52601      0.49522    2.2204e-16     -0.52601
_SET1_   816           7   44246749   44400230    160      14  31543      -2.8509      0.99446    4.4409e-16      -2.8509
_SET1_   375567        7   49778257   49971546    125      21  30846      0.87547      0.13646    2.2204e-16      0.87547
_SET1_   26053         7   69028905   70267885   1482      48  31508       0.4209     0.075046    2.7756e-16       0.4209
_SET1_   64409         7   70562523   71188586   1072      78  32648       2.4417   0.00049695    4.4409e-16       2.4417
_SET1_   6804          7   73103535   73169032     69      14  31597      -1.1069       0.7929    2.2204e-16      -1.1069
_SET1_   3984          7   73463107   73546855     82       7  31588       1.0766     0.085292    2.2204e-16       1.0766
_SET1_   222183        7   75796211   75926609    257      11  31726     -0.49473      0.54973    2.7756e-16     -0.49473
_SET1_   9863          7   77636374   79118121   3356     207  31738       2.3466   0.00056948    4.4409e-16       2.3466
_SET1_   27445         7   82373321   82827197    560      30  31476     -0.39264      0.45962    2.7756e-16     -0.39264
_SET1_   219578        7   88353753   88976346   1272      67  31705     -0.42191      0.31426    2.7756e-16     -0.42191
_SET1_   219557        7   88413420   88460031    132      14  31604      0.50778      0.20875    2.2204e-16      0.50778
_SET1_   5218          7   90190681   90849905    936      45  30354      -1.1629      0.71524    2.2204e-16      -1.1629
_SET1_   25851         7   97834755   97916563    143      10  31786      0.15085      0.31847    2.7756e-16      0.15085
_SET1_   255374        7   99689317   99736121     60       7  30903       1.9972     0.013359    2.2204e-16       1.9972
_SET1_   55262         7   99742043   99791338     60       7  30969       1.5859     0.035796    2.2204e-16       1.5859
_SET1_   222950        7  100046550  100102425     53       4  31613       1.9974      0.01183    2.2204e-16       1.9974
_SET1_   51412         7  100230720  100289084     15       6  33066     -0.28814      0.41752    2.7756e-16     -0.28814
_SET1_   7425          7  100795790  100845862     76      10  31829      -2.9007      0.99511    4.4409e-16      -2.9007
_SET1_   64101         7  127657124  127706002     37       7  31764        1.261     0.056654    2.2204e-16        1.261
_SET1_   64753         7  128396464  128472187    147      14  30496       1.8711     0.019303    2.2204e-16       1.8711
_SET1_   57670         7  138506126  138701064    306      26  31731      0.54677      0.17374    2.2204e-16      0.54677
_SET1_   154790        7  139173674  139239731     30       6  31637      -1.0556       0.7792    2.2204e-16      -1.0556
_SET1_   2051          7  142517776  142578847    102       5  31686       -1.347      0.85257    2.2204e-16       -1.347
_SET1_   26047         7  145778453  148128090   3981     173  31404    -0.040154      0.20773    2.7062e-16    -0.040154
_SET1_   155066        7  149535053  149587787     77       6  31775       1.7836     0.018841    2.2204e-16       1.7836
_SET1_   3757          7  150632044  150710402     80      16  31749      0.28087      0.27505    2.7756e-16      0.28087
_SET1_   1020          7  150740899  150790052     49      10  31610      0.97168       0.1029    2.2204e-16      0.97168
_SET1_   54480         7  150894575  150945913     55       6  30264     -0.43245      0.61153    2.7756e-16     -0.43245
_SET1_   5799          7  157321750  158415482   2083     154  31483      0.29136      0.11807    2.7756e-16      0.29136
_SET1_   9228          8     842021    1666642    980      72  31811      0.80012     0.065296    2.2204e-16      0.80012
_SET1_   64478         8    2782875    4887328   8917     398  31767       1.3535     0.012538    2.2204e-16       1.3535
_SET1_   286046        8   10743654   11093875    531      29  30583      -1.9309      0.93937    2.2204e-16      -1.9309
_SET1_   2675          8   21539530   21707392    305      52  31513      0.17195      0.31322    2.7756e-16      0.17195
_SET1_   10361         8   21846621   21904408     90      11  31774       1.7901     0.018037    2.2204e-16       1.7901
_SET1_   55806         8   21961932   22023566     65       7  31812     -0.43703      0.55194    2.7756e-16     -0.43703
_SET1_   23221         8   22809930   22887710     72      14  31387     -0.72016      0.67471    2.2204e-16     -0.72016
_SET1_   4747          8   24798468   24849383     81       4  31748      0.37198      0.25724    2.7756e-16      0.37198
_SET1_   157574        8   28275925   28382835    141      25  31597      -1.4621      0.87754    2.2204e-16      -1.4621
_SET1_   79698         8   40378109   40790345    743      52  31762      0.68346     0.099988    2.2204e-16      0.68346
_SET1_   286           8   41500744   41789280    559      50  31036     -0.64619      0.58998    2.2204e-16     -0.64619
_SET1_   54212         8   50787349   51716171   1567      26  30267      0.47108      0.08112    2.7756e-16      0.47108
_SET1_   114786        8   55980017   56448714    845      53  31408      0.36615      0.16056    2.7756e-16      0.36615
_SET1_   157807        8   62165514   62424204    337      27  31688      0.56655      0.16723    2.2204e-16      0.56655
_SET1_   1392          8   67078612   67125846     22       3  31790     -0.95632      0.74104    2.2204e-16     -0.95632
_SET1_   9312          8   73414626   73860584    627      31  31643      0.87797     0.076229    2.2204e-16      0.87797
_SET1_   27067         8   74322604   74694943    716      33  31247     -0.22531      0.36609    2.7756e-16     -0.22531
_SET1_   11075         8   80488049   80588410    143      19  31292     0.026568      0.38248    2.7062e-16     0.026568
_SET1_   83988         8  102688770  103172135    873      64  31394     -0.55554      0.47623    2.2204e-16     -0.55554
_SET1_   55074         8  107247406  107774922    947      49  31583     -0.79168      0.52808    2.2204e-16     -0.79168
_SET1_   3786          8  133123105  133528004    767      74  31639       1.1141     0.048111    2.2204e-16       1.1141
_SET1_   575           8  143510377  143636369    151      25  31697       0.8738      0.11849    2.2204e-16       0.8738
_SET1_   83482         8  145544228  145594943     37       5  31844     -0.25868      0.48326    2.7756e-16     -0.25868
_SET1_   90990         8  145656432  145709499     93       8  31356      0.76017      0.15472    2.2204e-16      0.76017
_SET1_   7306          9   12658385   12720285     43       6  31315      0.21537      0.32054    2.7756e-16      0.21537
_SET1_   1993          9   23680097   23861342    410      36  30955      -1.1233      0.78069    2.2204e-16      -1.1233
_SET1_   23349         9   34922484   34992541     92      13  31636     -0.41771      0.54656    2.7756e-16     -0.41771
_SET1_   9853          9   35455007   35571895    110      14  31199     -0.72135      0.68079    2.2204e-16     -0.72135
_SET1_   57704         9   35726863   35784925     44       7  31754      0.94173      0.10581    2.2204e-16      0.94173
_SET1_   22844         9   37616052   37756901    294      35  31787      0.92661      0.09735    2.2204e-16      0.92661
_SET1_   6096          9   77077252   77313534    245      28  31701       1.9363     0.011018    2.2204e-16       1.9363
_SET1_   65268         9   95911437   96092854    323      23  31711     -0.37835      0.49131    2.7756e-16     -0.37835
_SET1_   9568          9  101040364  101506479    778      68  31675      0.59831      0.11987    2.2204e-16      0.59831
_SET1_   54566         9  111924254  112118021    306      37  31682      -1.5119      0.87445    2.2204e-16      -1.5119
_SET1_   5774          9  112127974  112295593    181      17  31483     -0.73006      0.66106    2.2204e-16     -0.73006
_SET1_   55342         9  125868338  126065855    113      15  30966      0.97719      0.11319    2.2204e-16      0.97719
_SET1_   286205        9  127694887  127940838    374      20  31420       1.1864     0.056141    2.2204e-16       1.1864
_SET1_   9649          9  129642053  129995445    410      15  31977       2.4431    0.0017245    4.4409e-16       2.4431
_SET1_   80142         9  130872972  130925741     21       5  30333       -1.648      0.93004    2.2204e-16       -1.648
_SET1_   1759          9  130930634  131027528    108      14  31815       1.0687     0.081907    2.2204e-16       1.0687
_SET1_   10999         9  131067839  131133749     72       5  31418      0.71642      0.16352    2.2204e-16      0.71642
_SET1_   11182         9  136326216  136379276     64      11  29855     -0.28126       0.5663    2.7756e-16     -0.28126
_SET1_   10439         9  137932089  138023030    289      32  30787     -0.79062      0.70034    2.2204e-16     -0.79062
_SET1_   402381        9  138575253  138626374     86      12  31780     0.050865      0.35665    2.7062e-16     0.050865
_SET1_   157922        9  138690333  138834060     93      15  28080      -1.8665      0.97285    2.2204e-16      -1.8665
_SET1_   138311        9  139572024  139629170     70       7  31443      -1.5074      0.89144    2.2204e-16      -1.5074
_SET1_   2902          9  139998609  140073214     36       7  28419     -0.16413      0.57388    2.7756e-16     -0.16413
_SET1_   55691        10   13675706   14407866   2241     175  31687     -0.23981      0.24876    2.7756e-16     -0.23981
_SET1_   57512        10   25429290   25901158    943      36  31726      0.75237     0.065219    2.2204e-16      0.75237
_SET1_   22849        10   93796452   94085875    229      12  31737     0.010761      0.35801    2.6888e-16     0.010761
_SET1_   26507        10  101053856  101164087    225      15  31808       0.7779      0.12743    2.2204e-16       0.7779
_SET1_   79955        10  102757440  102825914     37       8  30474     -0.67336      0.69217    2.2204e-16     -0.67336
_SET1_   9118         10  105001919  105060108     49       7  34541       2.6073    0.0005881    4.4409e-16       2.6073
_SET1_   150          10  112801790  112850665     25       6  31450      -2.5008      0.98631    4.4409e-16      -2.5008
_SET1_   259217       10  118420703  118644693    410      40  31632     -0.96831      0.71335    2.2204e-16     -0.96831
_SET1_   10570        10  133963564  134029280     93      12  31180       1.1766     0.075978    2.2204e-16       1.1766
_SET1_   282974       10  133986038  134180377    354      34  31564       2.1789    0.0051768    4.4409e-16       2.1789
_SET1_   54777        10  134611896  134791089    380      18  31418      -2.0381      0.94863    4.4409e-16      -2.0381
_SET1_   84435        10  134849433  134955179     78       6  31841     -0.23488      0.47816    2.7756e-16     -0.23488
